Year,Site,BLABI,BLACA,BLUTI,BRAMB,BULLF,BUZZA,CHAFF,CHIFF,COATI,DUNNO,GARWA,GOLDC,GOLDF,GREFI,GRETI,GREWO,GRSWO,HOUSP,JAY,KESTR,LESWH,LESWO,LOEOW,LOTTI,MAGPI,MARTI,MISTH,NUTHA,PIEWA,REDPO,REDWI,REEBU,ROBIN,SKYLA,SONTH,SPARR,SPOFL,STARL,STODO,TAWOW,TREEC,TREPI,TRESP,TURDO,WHITE,WILTI,WILWA,WOODC,WOODP,WREN,YELHA
2006,5,5,3,13,0,6,0,2,2,0,6,0,4,0,0,10,0,0,0,0,0,0,0,0,9,0,1,0,1,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2007,5,8,2,4,0,2,0,1,6,1,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,11,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0
2008,5,1,1,2,0,1,0,4,2,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,5,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0
2009,5,7,5,9,0,10,0,1,4,1,6,0,2,2,0,8,0,0,0,0,1,0,0,0,3,0,4,0,1,0,0,0,0,10,0,1,0,0,0,0,0,5,0,0,0,0,0,3,0,0,2,0
2010,5,6,0,14,0,5,0,2,5,1,2,0,0,1,0,12,0,0,0,0,0,0,0,0,11,0,2,0,1,0,0,0,0,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0
2011,5,5,1,5,0,3,0,3,0,5,0,0,1,0,0,14,0,0,0,0,0,0,0,0,3,0,1,0,5,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0
2012,5,7,3,3,0,6,0,2,3,0,2,0,2,0,0,4,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,8,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,1,2,0
2013,5,3,2,8,0,3,0,2,4,3,1,0,3,0,0,3,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0
2014,5,7,1,4,0,4,0,2,3,0,2,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0
2015,5,4,3,2,0,4,0,1,5,0,2,0,2,0,0,3,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,5,3,8,2,0,11,0,2,4,0,2,0,3,0,0,4,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,7,0,4,0,0,0,0,0,2,0,0,0,0,0,1,0,0,4,0
2017,5,7,2,9,0,9,0,1,3,0,3,0,6,0,0,5,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,1,0,9,0,3,0,0,0,0,0,3,0,0,0,1,0,2,0,0,8,0
2018,5,6,2,4,0,4,0,2,3,0,2,0,1,0,0,4,0,0,0,0,0,0,0,0,9,0,3,0,2,0,0,0,0,11,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0
2019,5,10,6,4,0,5,0,1,2,0,4,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0
2020,5,3,1,2,0,8,0,2,1,0,1,0,3,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
2021,5,5,5,2,0,2,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
2022,5,6,5,5,0,5,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0
1978,6,12,1,15,0,12,0,6,0,2,15,2,6,0,0,4,0,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,14,0,8,0,0,1,0,0,5,0,1,0,0,3,2,0,1,6,0
1979,6,14,3,15,0,7,0,2,1,0,9,0,0,0,0,5,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0,11,0,2,0,0,0,1,0,2,0,3,4,5,0,1,2,2
1980,6,12,3,13,0,20,0,14,1,0,11,3,8,0,0,8,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,1,1,19,1,7,0,0,0,0,0,3,0,1,0,0,6,1,0,0,13,0
1981,6,7,4,19,0,3,0,2,1,0,19,1,3,0,2,5,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,11,0,4,0,4,0,0,0,1,0,8,0,0,2,3,0,0,10,0
1982,6,2,1,7,0,0,0,2,0,0,5,0,3,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,5,0,6,0,0,0,0,0,3,0,1,0,1,4,1,0,0,6,0
1983,6,16,3,6,0,4,0,2,0,2,7,0,5,0,0,9,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,7,0,0,1,0,0,3,0,0,0,0,1,5,0,0,9,0
1984,6,5,4,12,0,6,0,2,0,1,8,0,3,0,1,10,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,1,0,0,1,0,0,5,0,0,0,0,7,0,0,0,7,0
1985,6,12,1,3,0,11,0,0,0,0,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0
1986,6,9,6,7,0,1,0,4,0,0,5,3,1,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,10,0,5,0,0,3,0,0,3,0,0,0,0,2,2,0,0,2,0
1987,6,5,3,10,0,3,0,2,0,0,3,2,3,0,0,9,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,6,0,2,0,0,2,0,0,4,0,0,0,1,1,2,0,1,8,0
1988,6,6,3,6,0,3,0,4,0,2,5,0,4,0,0,10,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,12,0,2,0,0,0,0,0,3,0,0,0,0,2,1,0,0,4,0
1989,6,4,3,5,0,6,0,3,1,1,9,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,9,0
1990,6,8,8,11,0,3,0,1,1,3,6,0,9,0,0,3,0,1,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,10,0,1,1,0,0,0,0,3,0,0,0,0,3,0,0,0,9,0
1991,6,9,5,2,0,7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0
1992,6,4,3,8,0,1,0,1,0,0,1,0,6,0,0,5,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,7,0,3,0,0,0,0,0,5,0,0,0,0,1,0,0,0,10,0
1993,6,4,3,2,0,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,5,0
1994,6,12,16,4,0,0,0,3,1,2,4,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,13,0,4,0,0,0,0,0,5,0,0,0,2,2,2,0,0,14,0
1995,6,8,4,0,0,3,0,3,0,1,14,0,8,0,0,3,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,15,0
1996,6,7,1,2,0,5,0,2,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,4,1,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0
1997,6,6,1,1,0,0,0,2,0,2,2,0,4,0,0,4,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,7,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0
1998,6,5,5,0,0,0,0,1,0,0,1,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,7,0
1999,6,5,2,2,0,1,0,2,2,1,1,1,12,0,0,4,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,7,0
2000,6,5,4,0,0,0,0,2,0,0,3,0,13,0,0,4,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,3,0,0,1,0,0,0,0,4,0,0,0,0,4,0,0,0,6,0
2001,6,3,4,4,0,0,0,1,1,1,4,2,3,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0
2002,6,2,5,6,0,0,0,2,0,3,3,0,6,0,0,6,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,4,0
2003,6,2,5,3,0,3,0,3,3,2,3,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,14,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,0,7,0
2004,6,8,3,5,0,0,0,0,1,0,2,0,7,0,0,5,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,5,0
2005,6,6,2,7,0,7,0,4,0,2,7,0,9,0,0,2,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,11,0,1,0,0,0,0,0,4,0,0,0,0,2,0,0,1,11,0
2006,6,6,5,8,1,0,0,3,0,2,0,0,7,0,0,4,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,8,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0
2007,6,4,4,7,0,1,0,1,1,0,1,0,2,0,0,4,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,7,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0
2008,6,5,4,10,0,1,0,3,1,6,1,0,10,0,0,8,0,0,0,0,0,0,0,0,25,0,1,0,1,0,0,0,0,12,0,1,0,0,0,0,0,7,0,0,0,0,2,0,0,0,17,0
2009,6,5,2,0,0,3,0,0,4,0,3,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,6,0
2010,6,10,4,7,0,4,0,3,0,2,2,0,5,0,0,6,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,8,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0
2011,6,3,3,7,0,1,0,0,2,1,2,0,3,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,5,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,10,0
2012,6,5,3,3,0,0,0,0,1,0,3,0,1,0,0,7,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,9,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,0
2013,6,5,2,5,0,4,0,0,3,2,0,0,9,0,0,2,0,0,0,0,0,0,0,0,6,0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0
2014,6,10,5,1,0,1,0,0,4,1,3,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,11,0
2015,6,8,7,0,0,2,0,0,0,0,3,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,0
2016,6,10,7,1,0,7,0,4,4,0,3,0,5,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,10,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,10,0
2017,6,9,8,6,0,3,0,4,1,0,2,0,6,0,0,6,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0
2018,6,5,7,7,0,6,0,0,2,0,3,0,2,0,0,7,0,0,0,0,0,0,0,0,7,0,5,0,1,0,0,0,0,11,0,2,0,2,0,0,0,4,0,0,0,0,0,0,0,0,5,0
2019,6,9,9,9,0,2,0,3,3,0,4,0,2,0,0,5,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0
2020,6,7,1,8,0,3,0,0,0,1,3,0,8,0,0,2,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
2021,6,9,8,1,0,7,0,1,5,0,5,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,6,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0
2022,6,15,10,9,0,3,0,1,5,0,10,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,0
1978,7,22,1,8,0,9,0,3,0,2,10,0,6,0,0,1,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,11,0,3,0,1,0,0,0,1,0,1,0,0,3,0,0,1,17,0
1979,7,4,0,6,0,9,0,2,0,1,9,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0
1980,7,12,5,9,0,3,0,3,1,1,8,4,6,0,5,3,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,6,0,0,3,0,0,2,0,3,0,0,2,2,0,1,9,0
1981,7,11,6,37,0,9,0,2,0,2,9,2,11,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,12,0,3,0,1,0,0,0,4,0,1,0,0,8,3,0,1,9,0
1982,7,6,0,3,0,3,0,0,0,1,9,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,6,0
1983,7,12,1,6,0,2,0,1,0,1,9,0,3,0,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,3,1,0,0,10,0
1984,7,7,1,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,4,0,0,2,0,0,1,0,0,0,0,2,0,0,0,8,0
1985,7,8,1,14,0,5,0,1,0,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,1,0,1,0,0,0,0,5,0,1,0,0,0,0,0,2,0,0,0,0,2,2,0,0,4,0
1986,7,5,4,1,0,3,0,0,0,0,4,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0
1987,7,8,11,32,0,5,0,1,1,0,6,3,1,0,0,22,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,7,0,0,0,0,10,0,0,0,17,0
1988,7,10,4,4,0,4,0,2,0,0,6,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,5,0
1989,7,8,14,16,0,5,0,4,2,0,10,0,7,0,0,7,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,4,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,12,0
1990,7,8,7,8,0,5,0,0,3,2,2,2,15,0,0,4,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,8,0,5,2,0,0,0,0,2,0,0,0,0,7,0,0,0,20,0
1991,7,5,10,6,0,4,0,4,2,3,6,1,0,0,0,9,0,0,0,1,0,0,0,0,10,0,2,0,0,0,0,0,0,8,0,1,0,0,0,0,0,2,0,0,0,0,4,0,0,0,7,0
1992,7,11,8,15,0,5,0,1,2,6,2,0,14,0,0,5,0,0,0,0,0,0,0,0,14,0,3,0,0,0,0,1,0,6,0,0,1,0,0,0,0,6,0,0,0,0,3,0,0,0,9,0
1993,7,6,10,7,0,5,0,1,3,11,1,1,8,0,0,10,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,8,0,0,1,0,0,0,0,5,0,0,0,0,4,0,0,0,10,0
1994,7,7,11,13,0,7,0,0,7,2,4,1,3,0,0,6,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,5,0,0,0,1,3,1,0,0,19,0
1995,7,7,5,7,0,1,0,0,3,1,9,4,8,0,0,7,0,0,0,0,0,0,0,0,17,0,4,0,0,0,0,0,0,8,0,1,1,0,0,0,0,1,0,0,0,2,3,0,0,0,8,0
1996,7,9,1,5,0,5,0,2,4,0,0,0,4,0,0,7,0,0,0,1,0,0,0,0,5,0,7,0,0,0,0,0,0,3,0,2,0,0,0,0,0,3,0,0,0,0,2,0,0,0,3,0
1997,7,1,4,11,0,1,0,0,4,2,2,1,11,0,0,8,0,0,0,0,0,0,0,0,18,0,2,0,0,0,0,0,0,6,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,8,0
1998,7,4,4,7,0,1,0,1,5,2,1,0,13,0,0,2,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,6,0
1999,7,7,6,0,0,7,0,1,2,1,4,0,14,0,0,3,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,9,0,3,0,0,0,0,0,4,0,0,0,0,2,0,0,0,6,0
2000,7,1,0,3,0,5,0,1,2,6,6,0,15,0,0,2,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,4,0
2001,7,2,2,5,0,0,0,0,0,5,1,0,5,0,0,4,0,0,0,1,0,0,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,6,0
2002,7,5,5,3,0,1,0,1,2,0,1,0,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,1,0,0,0,0,3,0,0,0,0,3,0,0,0,6,0
2003,7,4,2,3,0,1,0,1,0,3,2,0,13,0,0,2,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,5,0,0,0,0,2,0,0,0,4,0
2004,7,1,4,5,0,0,0,1,0,8,2,0,17,0,0,8,0,1,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,8,0
2005,7,7,4,2,0,3,0,2,0,2,1,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,7,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0
2006,7,6,2,16,0,1,0,1,0,3,0,0,14,0,0,8,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,5,0,4,0,0,0,0,0,6,0,0,0,0,1,0,0,0,6,0
2007,7,7,5,5,0,3,0,0,2,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0
2008,7,7,6,3,0,10,0,3,4,1,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0
2009,7,9,2,1,0,0,0,0,1,0,1,0,1,0,0,8,0,1,0,0,0,0,0,0,9,0,1,2,0,0,0,0,0,6,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0
2010,7,15,17,12,0,3,0,0,12,4,5,0,0,0,0,15,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,2,0,2,1,0,0,0,1,3,0,0,0,0,0,0,0,0,10,0
2011,7,3,22,2,0,1,0,0,7,2,3,0,3,0,0,7,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0
2012,7,9,13,0,0,5,0,2,10,0,6,0,1,0,0,9,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9,0
2013,7,15,9,10,0,7,0,4,12,2,9,0,4,0,0,9,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0
2014,7,23,22,9,0,7,0,3,6,1,7,0,13,0,0,5,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,10,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0
2015,7,14,13,10,0,18,0,2,11,6,4,0,5,0,0,11,0,0,0,0,0,0,0,0,14,0,6,0,0,0,0,0,0,9,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0
2016,7,7,18,6,0,10,0,1,5,2,5,0,5,0,0,6,0,1,0,0,0,0,0,0,12,0,1,0,1,0,0,0,0,11,0,7,0,0,0,0,0,4,0,0,0,0,0,1,0,0,12,0
2017,7,12,10,5,0,5,0,1,15,0,5,0,4,0,0,11,0,0,0,0,0,0,0,0,7,0,2,0,1,0,0,0,0,8,0,4,0,0,0,0,0,5,0,0,0,0,0,1,0,0,20,0
2018,7,19,21,26,0,15,0,1,26,0,9,0,3,0,0,17,0,0,0,1,0,0,0,0,7,0,2,0,0,0,0,0,0,8,0,6,2,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0
2019,7,18,11,9,0,8,1,1,9,1,7,0,3,0,0,9,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,10,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,12,0
2020,7,17,3,10,0,2,0,0,6,0,3,0,4,0,0,10,0,0,0,0,0,0,0,0,4,0,1,0,2,0,0,0,0,5,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,8,0
2021,7,6,4,8,0,0,0,0,9,0,8,0,1,0,0,10,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,7,0,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,6,0
2022,7,6,8,5,0,5,0,0,8,0,10,0,2,0,0,3,0,1,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,2,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0
